Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka
Nízkoprahové zařízení pro děti a mládež Manhattan Odry,Nízkoprahové zařízení,"Nádražní 695/28, 742 35 Odry",monika.bednarkova@odry.charita.cz,775 886 946,http://odry.charita.cz
Nízkoprahové zařízení pro děti a mládež Etapa,Nízkoprahové zařízení,"1. máje 827/8, Olomouc, 779 00 Olomouc",smp@olomouc.charita.cz,731 626 178,www.olomouc.charita.cz
Charitní středisko Michala Magone - nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Václava Košaře 249/12a, Ostrava-Jih, Dubina, 700 30 Ostrava","cho.magone@charita.cz",599 527 250,www.ostrava.charita.cz
Nízkoprahové zařízení pro děti a mládež Spirála,Nízkoprahové zařízení,"nám. Svobody 2, 395 01 Pacov","spirala@pelhrimov.charita.cz",731 562 681,www.pelhrimov.charita.cz
Nízkoprahové zařízení pro děti a mládež sv. Františka z Assisi,Nízkoprahové zařízení,"Hůrecká cesta 227, Milevsko, 399 01 Milevsko",reditel@pisek.charita.cz,382 214 828,www.pisek.charita.cz
Nízkoprahové zařízení pro děti a mládež Jakub klub Přelouč,Nízkoprahové zařízení,"Českobratrská 90, 535 01 Přelouč",charita.prelouc@gmail.com,466 958 107,http://prelouc.charita.cz
Romské komunitní centrum Lačo jilo - Dobré srdce,Nízkoprahové zařízení,"Kojetínská 1947/36, Přerov I-Město, 750 02 Přerov",rkc@prerov.charita.cz,777 729 525,www.prerov.charita.cz
NZDM Bota,Nízkoprahové zařízení,"Jungmannova 670, 413 01 Roudnice nad Labem","nzdmsp@charitaroudnice.cz",608 477 286,http://www.charitaroudnice.cz
Žijeme spolu - nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Sukova 1055/24, Rumburk 1, 408 01 Rumburk",nzdm@charitarumburk.cz,412 384 744,www.charitarumburk.cz
Nízkoprahové zařízení pro děti a mládež v Hořovicích,Nízkoprahové zařízení,"Valdecká 408/1, 268 01 Hořovice",nizkoprahhorovice@socialnipece.cz,720 053 420,www.socialnipece.cz
Bary Ambrela,Nízkoprahové zařízení,"Tyršova 720, 407 77 Šluknov","info@charitasluknov.cz",734 799 081,www.charitasluknov.cz
Klub Ambrela,Nízkoprahové zařízení,"T. G. Masaryka 611, 407 77 Šluknov","ambrela@charitasluknov.cz",733 160 911,www.charitasluknov.cz
Nízkoprahové zařízení pro děti a mládež Bongo,Nízkoprahové zařízení,"náměstí Míru 85, Týn nad Vltavou, 375 01 Týn nad Vltavou",info@tyn.charita.cz,385 731 553,www.tyn.charita.cz
Nízkoprahové zařízení pro děti a mládež TULiP,Nízkoprahové zařízení,"Nádražní 29, Uherské Hradiště, 686 01 Uherské Hradiště",,606 672 239,"http://klubtulip.cz"
Nízkoprahové zařízení pro děti a mládež Tykadlo,Nízkoprahové zařízení,"Poláčkova 3236/2, Severní Terasa, 400 11 Ústí nad Labem","tykadlo@charitausti.cz",475 212 314,http://www.charitausti.cz
Klub Lucerna,Nízkoprahové zařízení,"Karla IV. 348/3, Střekov, 400 03 Ústí nad Labem",materna@charitausti.cz,475 221 211,http://www.charitausti.cz
TRIUMF klub,Nízkoprahové zařízení,"Zemědělská 592, Rožnov pod Radhoštěm, 756 61 Rožnov pod Radhoštěm",jana.tvaruzkova@valmez.charita.cz,731 560 375,www.valmez.charita.cz
Zastávka,Nízkoprahové zařízení,"Na Potůčkách 872, Krásno nad Bečvou, 757 01 Valašské Meziříčí",aneta.vicanova@valmez.charita.cz,734 435 314,www.valmez.charita.cz
NZDM Zrnko,Nízkoprahové zařízení,"Sychrov 53, Vsetín, 755 01 Vsetín",nzdm@vsetin.charita.cz,571 429 817,http://www.vsetin.caritas.cz
Komunitní centrum pro děti a mládež Cheiron T - Klub Cheiron,Nízkoprahové zařízení,"Děkanská 302, Tábor, 390 01 Tábor",cheiront@cheiront.cz,381 257 624,http://www.cheiront.cz
Komunitní centrum dětí a mládeže Kamarád,Nízkoprahové zařízení,"Míru 152, Děčín XXXII-Boletice nad Labem, 407 11 Děčín","miroslav.grajcar@seznam.cz",731 105 424,www.centrumkamarad.eu
PRO MLADÉ Brno,Nízkoprahové zařízení,"Vranovská 846/45, Brno-sever, Husovice, 614 00 Brno",katerina.justychova@iqrs.cz,731 152 877,http://www.iqrs.cz
Nízkoprahový klub Džagoda,Nízkoprahové zařízení,"Vybíralova 969/2, Praha 14-Černý Most, 198 00 Praha",vendula.fendrychova@jahoda.cz,774 674 060,www.jahoda.cz
Nízkoprahové zařízení pro děti a mládež - METRO,Nízkoprahové zařízení,"Boženy Němcové 101/16, Přerov I-Město, 750 02 Přerov",office@kappa-help.cz,773 821 001,http://www.kappa-help.cz
Nízkoprahové zařízení pro děti a mládež AUTOŠKOLA,Nízkoprahové zařízení,"Hřbitovní 425, Horní Brána, 381 01 Český Krumlov",info@kocero.cz,602 433 628,www.kocero.cz
Nízkoprahový klub Pacific,Nízkoprahové zařízení,"Vlčkova 1067/12, Praha 14-Černý Most, 198 00 Praha",motylek@motylek.org,775 964 796,http://www.motylek.org
Nízkoprahové zařízení pro děti a mládež T-klub,Nízkoprahové zařízení,"Nemocniční 1093/40, Krásná Lípa, 407 46 Krásná Lípa u Rumburka",galbava@komunitnicentrum.com,775 708 087,www.komunitnicentrum.com
Klub Relax,Nízkoprahové zařízení,"Rokycanova 4, Tachov, 347 01 Tachov",klub.relax@kotec.cz,734 313 205,www.kotec.cz
Klub Restart a Mobilní klub v autě,Nízkoprahové zařízení,"Nádražní náměstí 299/8, Mariánské Lázně, 353 01 Mariánské Lázně",vs.nzdm.ml@kotec.cz,608 656 561,www.kotec.cz
Klub Magnet,Nízkoprahové zařízení,"Mírová 325/4a, Dubí-Pozorka, 417 03 Pozorka","klub@oskvetina.cz",721 568 898,www.oskvetina.cz
NZDM Klub Zvonice,Nízkoprahové zařízení,"Žižkova 508, 282 01 Český Brod",jana@leccos.cz,602 402 474,http://www.leccos.cz
NZDM MeziČas Benešov,Nízkoprahové zařízení,"Na Bezděkově 2004, Benešov, 256 01 Benešov u Prahy",nechybova@magdalena-ops.cz,739 570 998,www.magdalena-ops.eu
NZDM Depo,Nízkoprahové zařízení,"Václavská 471, 463 34 Hrádek nad Nisou",simon.mayer@majakhradek.cz,"602 126 948",
NZDM Kino,Nízkoprahové zařízení,"Švermova 853, 463 65 Nové Město pod Smrkem",ludvik.bara@seznam.cz,739 416 716,
NZDM Zapes,Nízkoprahové zařízení,"Konopná 1130/10, Liberec XIV-Ruprechtice, 460 14 Liberec",zapes@majak-plus.cz,721 376 722,www.majak-plus.cz
Nízkoprahové zařízení pro děti a mládež SPMM,Nízkoprahové zařízení,"Kosmonautů 3021, Mělník, 276 01 Mělník",lucie.klasterkova@melnik.cz,734 704 497,
CSS města Varnsdorf -Nízkoprahový klub,Nízkoprahové zařízení,"Orlická 229, Varnsdorf, 407 47 Varnsdorf","css@varnsdorf.cz",412 384 516,
Centrum Archa,Nízkoprahové zařízení,"Palackého 138, Vsetín, 755 01 Vsetín",centrumarcha@centrumarcha.cz,775 677 887,http://centrumarcha.cz
Středisko Naděje Klášterec nad Ohří,Nízkoprahové zařízení,"Chomutovská 207, Klášterec nad Ohří, 431 51 Klášterec nad Ohří",veronika.jandakova@nadeje.cz,770 188 389,www.nadeje.cz
Středisko Naděje Litoměřice - Dvořákova,Nízkoprahové zařízení,"Dvořákova 959/1, Předměstí, 412 01 Litoměřice",jakub.krpes@nadeje.cz,608 537 281,https://www.nadeje.cz/litomerice/nizkoprahovezarizeniprodetiamladez2
Středisko Naděje Česká Třebová - Borek,Nízkoprahové zařízení,"Semanínská 2052, Česká Třebová, 560 02 Česká Třebová",nzdm.trebova@nadeje.cz,465 539 303,www.nadeje.cz
Středisko Naděje Písek,Nízkoprahové zařízení,"nábřeží 1. máje 1401, Budějovické Předměstí, 397 01 Písek",nabrezi.pisek@nadeje.cz,608 729 630,http://www.nadeje.cz
Středisko Naděje Vizovice,Nízkoprahové zařízení,"Masarykovo nám. 418, 763 12 Vizovice",vizovice@nadeje.cz,732 143 346,http://www.nadeje.cz
Středisko Naděje Plzeň,Nízkoprahové zařízení,"Železniční 314/36, Plzeň 2-Slovany, Východní Předměstí, 326 00 Plzeň",plzen@nadeje.cz,377 456 912,http://www.NADEJE.CZ/PLZEN
Dům Naděje Litomyšl,Nízkoprahové zařízení,"M. Kuděje 14, Litomyšl-Město, 570 01 Litomyšl",litomysl@nadeje.cz,775 868 101,http://www.nadeje.cz
HoPo,Nízkoprahové zařízení,"Sokolovská 971/193, Praha 9-Libeň, 190 00 Praha",becho@neposeda.org,778 713 719,http://www.neposeda.org
Autobus,Nízkoprahové zařízení,"Mladých Běchovic 2, Běchovice, 190 11 Praha",autobus@neposeda.org,778 538 275,www.neposeda.org
Nízkoprahový klub ZVOLE,Nízkoprahové zařízení,"Březovská 346, Zvole, 252 45 Zvole u Prahy",,,www.zvole.info
Oblastní charita Dvůr Králové - Střelka,Nízkoprahové zařízení,"Palackého 99, 544 01 Dvůr Králové nad Labem",strelka@charitadk.cz,731 604 695,www.dk.charita.cz
Nízkoprahové zařízení pro děti a mládež v Humpolci,Nízkoprahové zařízení,"Máchova 1607, 396 01 Humpolec","nzdmhu@charitahb.cz",737 899 092,http://www.hb.charita.cz
Nízkoprahový klub BAN,Nízkoprahové zařízení,"Rubešovo náměstí 171, Havlíčkův Brod, 580 01 Havlíčkův Brod","ban@charitahb.cz",561 110 044,http://hb.charita.cz/nabizene-sluzby/sluzby-socialni/nizkoprahovy-klub-ban/
eNCečko - nízkoprahové centrum pro děti a mládež Světlá nad Sázavou,Nízkoprahové zařízení,"Sázavská 598, 582 91 Světlá nad Sázavou",encecko@charitahb.cz,777 736 040,http://www.hb.charita.cz
Nízkoprahový klub Relax,Nízkoprahové zařízení,"Masarykovo náměstí 325, 509 01 Nová Paka",relax@charitajicin.cz,731 646 979,www.jicin.charita.cz
Nízkoprahový klub PoHoDa,Nízkoprahové zařízení,"Janderova 808, Hořice, 508 01 Hořice v Podkrkonoší",pohoda@charitajicin.cz,731 646 979,www.jicin.charita.cz
Nízkoprahový klub EXIT,Nízkoprahové zařízení,"Na jihu 553, Nové Město, 506 01 Jičín",exit@charitajicin.cz,731 646 979,www.jicin.charita.cz
Nízkoprahové zařízení pro děti a mládež - Klub Budík,Nízkoprahové zařízení,"Šmilovského 124, Klatovy V, 339 01 Klatovy",budik@klatovy.charita.cz,373 700 093,www.charitakt.cz
Nízkoprahové zařízení pro děti a mládež - Klub Chapadlo,Nízkoprahové zařízení,"Divadelní 148, Klatovy I, 339 01 Klatovy",chapadlo@klatovy.charita.cz,376 383 133,
NZDM Triangl,Nízkoprahové zařízení,"Tylova 503/18, Kutná Hora-Vnitřní Město, 284 01 Kutná Hora",charita@kh.hk.caritas.cz,731 598 871,http://www.kh.charita.cz
Galaxie,Nízkoprahové zařízení,"Mírová 127, 435 21 Obrnice",matejovicova@ocss.cz,608 774 366,www.ocss.cz
VULKÁN,Nízkoprahové zařízení,"Mírová 229, 435 21 Obrnice","matejovicova@ocss.cz",608 774 366,"www.ocss.cz"
Centrum 5KA,Nízkoprahové zařízení,"Tylova 373, 516 01 Rychnov nad Kněžnou",info@od5k10.cz,728 939 412,www.od5k10.cz
OPEN HOUSE o.p.s.,Nízkoprahové zařízení,"Dr. E. Beneše 309/47, Bruntál, 792 01 Bruntál",openhouse@seznam.cz,775 096 716,www.openhousebruntal.cz
Free klub,Nízkoprahové zařízení,"Bořivojova 620/29, Slezská Ostrava-Kunčičky, 718 00 Ostrava",freeklub@pavucina.net,731 876 683,www.freeklub.cz
POINT Klubovna,Nízkoprahové zařízení,"Komenského 582, Mladá, 289 24 Milovice nad Labem ",info@pointmilovice.cz,777 328 443,www.pointmilovice.cz
Nízkoprahový klub pro děti a mládež Rachot,Nízkoprahové zařízení,"Gen. Svobody 2800/68, Šumperk, 787 01 Šumperk",rachot@pontis.cz,583 550 237,http://www.pontis.cz
NZDM Bedna,Nízkoprahové zařízení,"Budovatelů 116, Příbram VIII, 261 01 Příbram",info@ponton.cz,608 936 116,http://www.ponton.cz
NZDM Pixla,Nízkoprahové zařízení,"sady Pětatřicátníků 94/27, Plzeň 3-Jižní Předměstí, 301 00 Plzeň",info@ponton.cz,732 182 887,http://www.ponton.cz
Želváček,Nízkoprahové zařízení,"Masarykova 461, Bohosudov, 417 42 Krupka",ivana.simankova@poradna-prava.cz,724 701 600,www.poradna-prava.cz
EZOP-Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Drobného 301, 592 31 Nové Město na Moravě","ezop@portimo.cz",566 616 980,www.portimo.cz
KLUB I.P.,Nízkoprahové zařízení,"Velké náměstí 14, Prachatice I, 383 01 Prachatice",klubip@portusprachatice.cz,723 206 051,www.portusprachatice.cz
"Prev-Centrum, Nízkoprahové služby",Nízkoprahové zařízení,"Meziškolská 1120/2, Praha 6-Břevnov, 169 00 Praha",nzdm@prevcentrum.cz,242 498 334,http://www.prevcentrum.cz/nzdm
SPOT NZDM Prevent,Nízkoprahové zařízení,"Zeyerovy sady 963, Vodňany II, 389 01 Vodňany",spot@prevent99.cz,606 089 789,www.prevent99.cz/spot/
CROSS Nízkoprahové zařízení pro děti a mládež Prevent,Nízkoprahové zařízení,"Lidická 193, Strakonice I, 386 01 Strakonice",cross@prevent99.cz,601 536 872,http://cross.prevent99.cz
Station 17 - Nízkoprahové zařízení pro děti a mládež Prevent,Nízkoprahové zařízení,,station17@prevent99.cz,601 531 511,http://station17.prevent99.cz
Klub Zóna,Nízkoprahové zařízení,"Střední novosadská 202/48, Nové Sady, 779 00 Olomouc",t.valouchova@seznam.cz,"773 980 992",http://www.zonaklub.cz
NZDM 21,Nízkoprahové zařízení,"Havlíčkova 8, Beroun-Město, 266 01 Beroun",z.benesova@prozdravi21.cz,702 013 352,www.prozdravi21.cz
Klub pro mladé Prosapia,Nízkoprahové zařízení,"Fügnerova 355/16, Děčín I-Děčín, 405 02 Děčín",j.pittnerova@prosapia-zu.cz,736 482 254,www.prosapia-zu.cz
Nízkoprahové zařízení pro děti a mládež Kolárka,Nízkoprahové zařízení,"Na Pustině 1068, Kolín II, 280 02 Kolín",nzdm.kolarka@prostor-plus.cz,775 650 329,www.prostor-plus.cz
Nízkoprahové zařízení pro děti a mládež ve Zruči nad Sázavou - Kotelna,Nízkoprahové zařízení,"Na Výsluní 719, Zruč nad Sázavou, 285 22 Zruč nad Sázavou",jitka.hortova@prostor-plus.cz,774 650 032,www.prostor-plus.cz
NZDM KLÍDEK,Nízkoprahové zařízení,"Čajkovského 1861/46a, Nový Hradec Králové, 500 09 Hradec Králové",klidek@prostorpro.cz,495 262 202,http://www.prostorpro.cz
Nízkoprahové zařízení pro děti a mládež Terén - Dobříš,Nízkoprahové zařízení,"Jáchymovská 1869, 263 01 Dobříš",office@proximasociale.cz,777 310 306,www.proximasociale.cz
Nízkoprahové zařízení pro děti a mládež Klub Radotín,Nízkoprahové zařízení,"Loučanská 1112/3, Praha 16-Radotín, 153 00 Praha",office@proximasociale.cz,777 471 800,http://www.proximasociale.cz
Nízkoprahová zařízení pro děti a mládež Jedna Trojka,Nízkoprahové zařízení,"K zahrádkám 1865/11, Stodůlky, 155 00 Praha",office@proximasociale.cz,775 610 453,www.proximasociale.cz
Nízkoprahová zařízení pro děti a mládež Činžák - Klub Činžák,Nízkoprahové zařízení,"Havlíčkova 787/45, Mladá Boleslav II, 293 01 Mladá Boleslav",office@proximasociale.cz,775 560 507,www.proximasociale.cz
Nízkoprahové zařízení pro děti a mládež Klub Jižní pól,Nízkoprahové zařízení,"Brandlova 1639/6, Praha 11-Chodov, 149 00 Praha",office@proximasociale.cz,775 637 050,http://www.proximasociale.cz
Nízkoprahové zařízení pro děti a mládež Krok,Nízkoprahové zařízení,"Rakovského 3138/2, Praha 12-Modřany, 143 00 Praha",office@proximasociale.cz,775 610 003,http://www.proximasociale.cz
Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Koněvova 605/2, Praha 3-Žižkov, 130 00 Praha",kancelar@r-mosty.cz,222 581 241,http://www.r-mosty.cz
Nízkoprahový klub Pavlač,Nízkoprahové zařízení,"Vranovská 52/4, Brno-sever, Zábrdovice, 614 00 Brno",pavlac@ratolest.cz,776 519 924,http://www.ratolest.cz
Nízkoprahový klub Likusák,Nízkoprahové zařízení,"Kotlanova 2469/10, Líšeň, 628 00 Brno",likusak@ratolest.cz,604 194 064,http://www.ratolest.cz
"R-Ego, z.s.",Nízkoprahové zařízení,"náměstí Mezi Šenky 19, 763 21 Slavičín",pc.r-ego@tiscali.cz,577 341 446,
NZDM Vafle,Nízkoprahové zařízení,"Křižíkova 980, 473 01 Nový Bor",naucova@rodinavcentru.cz,778 424 996,www.rodinavcentru.cz
Klub PLEJS CzeLA,Nízkoprahové zařízení,"Masarykova 2083, 250 88 Čelákovice",lenka.horvathova@rc-routa.cz,608 873 926,www.rc-routa.cz
Nízkoprahové zařízení pro děti a mládež Kamin,Nízkoprahové zařízení,"Třebovská 221, Hylváty, 562 03 Ústí nad Orlicí","rcsrdicko@jbuo.cz",778 724 126,www.kamin.klubexit.cz
Klub Amaro Avindo,Nízkoprahové zařízení,"Boženy Němcové 295, 439 42 Postoloprty","romano.j@seznam.cz",774 214 357,www.romanojasnica.webnode.cz
Nízkoprahové zařízení pro mládež,Nízkoprahové zařízení,"Fügnerova 111/6, 400 04 Trmice","romano.j@seznam.cz",475 501 774,www.romanojasnica.cz
Nízkoprahové zařízení pro děti M. C. Zefyríno,Nízkoprahové zařízení,"Fügnerova 59/20, 400 04 Trmice","romano.j@seznam.cz",475 501 774,www.romanojasnica.cz
NZDM V kostce,Nízkoprahové zařízení,"Ant. Barcala 1791/40, 370 05 České Budějovice",katerina.burianova@sasmcb.cz,734 435 031,http://www.sasmcb.cz
Salesiánské středisko mládeže - dům dětí a mládeže Plzeň,Nízkoprahové zařízení,"Sladkovského 856/68, Plzeň 2-Slovany, Východní Předměstí, 326 00 Plzeň","sdbplzen@sdbplzen.cz",377 266 953,http://www.sdbplzen.cz
Nízkoprahový klub Vrtule,Nízkoprahové zařízení,"Kobyliské náměstí 640/11, Praha 8-Kobylisy, 182 00 Praha",vrtule@strediskokobylisy.cz,283 029 310,www.strediskokobylisy.cz/vrtule
Luna,Nízkoprahové zařízení,"Maršovská 1539/3, Trnovany, 415 01 Teplice","ssst@selesianiteplice.cz",739 959 566,salesianiteplice.cz
Klub dětí a mládeže - NZDM,Nízkoprahové zařízení,"Okružní 5430, Zlín, 760 05 Zlín",saleklub@skmzlin.cz,577 243 009,www.sdbzlin.cz
Zavináč,Nízkoprahové zařízení,"Náměstí Dobrovského 379/11, Rumburk 1, 408 01 Rumburk","stredisko.mladeze@seznam.cz",723 960 101,www.zavinac.sdb.cz
Nízkoprahové zařízení pro děti a mládež Modrý pomeranč,Nízkoprahové zařízení,"Selicharova 1420/3, Nový Hradec Králové, 500 12 Hradec Králové",nizkoprahove.centrum@salinger.cz,777 041 030,http://www.salinger.cz
Nízkoprahové zařízení pro děti a mládež - RIAPS Shelter,Nízkoprahové zařízení,"Spojenecká 69, Střední Předměstí, 541 01 Trutnov",shelter@riaps.cz,731 441 268,http://www.riaps.cz
Dětský dům Zábrdovice - FARA,Nízkoprahové zařízení,"Lazaretní 9/1, Brno-Židenice, Zábrdovice, 615 00 Brno","ddz@email.cz",545 212 156,www.sdruzenipetrov.cz
N - klub,Nízkoprahové zařízení,"Masarykovo náměstí 243, 295 01 Mnichovo Hradiště",nzdm.mh@os-semiramis.cz,734 232 706,http://www.os-semiramis.cz/os-site/
Nízkoprahové zařízení pro děti a mládež - EMKO,Nízkoprahové zařízení,"Husova 146, Litomyšlské Předměstí, 566 01 Vysoké Mýto",emko@skp-centrum.cz,461 102 351,www.skp-centrum.cz
Nízkoprahové zařízení pro děti a mládež - Free klub,Nízkoprahové zařízení,"Jungmannova 2550, Pardubice I-Zelené Předměstí, 530 02 Pardubice",freeklub@skp-centrum.cz,464 629 620,www.skp-centrum.cz
"EZRA Albrechticko, Osoblažsko, nízkoprahové zařízení pro děti a mládež",Nízkoprahové zařízení,"Lázeňská 119/2, 793 95 Město Albrechtice",nzdm@slezskadiakonie.cz,604 228 201,www.slezskadiakonie.cz
KANAAN Bohumín,Nízkoprahové zařízení,"Drátovenská 246, Pudlov, 735 51 Bohumín",kanaan@slezskadiakonie.cz,733 625 556,www.slezskadiakonie.cz
"KLUB ON LINE Karviná, nízkoprahové zařízení pro děti a mládež",Nízkoprahové zařízení,"V Aleji 435/12, Ráj, 734 01 Karviná",online@slezskadiakonie.cz,731 428 974,www.slezskadiakonie.cz
