Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched
NZDM Zapes,Nízkoprahové zařízení,"Konopná 1130/10, Liberec XIV-Ruprechtice, 460 14 Liberec",zapes@majak-plus.cz,+420721376722,www.majak-plus.cz,https://www.majak-plus.cz,matched
Centrum Archa,Nízkoprahové zařízení,"Palackého 138, Vsetín, 755 01 Vsetín",centrumarcha@centrumarcha.cz,+420775677887,http://centrumarcha.cz,,matched
Středisko Naděje Klášterec nad Ohří,Nízkoprahové zařízení,"Chomutovská 207, Klášterec nad Ohří, 431 51 Klášterec nad Ohří",veronika.jandakova@nadeje.cz,+420770188389,www.nadeje.cz,https://www.nadeje.cz,matched
Středisko Naděje Litoměřice - Dvořákova,Nízkoprahové zařízení,"Dvořákova 959/1, Předměstí, 412 01 Litoměřice",jakub.krpes@nadeje.cz,+420608537281,https://www.nadeje.cz/litomerice/nizkoprahovezarizeniprodetiamladez2,,matched
Středisko Naděje Česká Třebová - Borek,Nízkoprahové zařízení,"Semanínská 2052, Česká Třebová, 560 02 Česká Třebová",nzdm.trebova@nadeje.cz,+420465539303,www.nadeje.cz,https://www.nadeje.cz,matched
Středisko Naděje Písek,Nízkoprahové zařízení,"nábřeží 1. máje 1401, Budějovické Předměstí, 397 01 Písek",nabrezi.pisek@nadeje.cz,+420608729630,http://www.nadeje.cz,,matched
Středisko Naděje Vizovice,Nízkoprahové zařízení,"Masarykovo nám. 418, 763 12 Vizovice",vizovice@nadeje.cz,+420732143346,http://www.nadeje.cz,,matched
Středisko Naděje Plzeň,Nízkoprahové zařízení,"Železniční 314/36, Plzeň 2-Slovany, Východní Předměstí, 326 00 Plzeň",plzen@nadeje.cz,+420377456912,http://www.NADEJE.CZ/PLZEN,,matched
Dům Naděje Litomyšl,Nízkoprahové zařízení,"M. Kuděje 14, Litomyšl-Město, 570 01 Litomyšl",litomysl@nadeje.cz,+420775868101,http://www.nadeje.cz,,matched
HoPo,Nízkoprahové zařízení,"Sokolovská 971/193, Praha 9-Libeň, 190 00 Praha",becho@neposeda.org,+420778713719,http://www.neposeda.org,,matched
Autobus,Nízkoprahové zařízení,"Mladých Běchovic 2, Běchovice, 190 11 Praha",autobus@neposeda.org,+420778538275,www.neposeda.org,https://www.neposeda.org,matched
Nízkoprahový klub ZVOLE,Nízkoprahové zařízení,"Březovská 346, Zvole, 252 45 Zvole u Prahy",,,www.zvole.info,https://www.zvole.info,unmatched
Oblastní charita Dvůr Králové - Střelka,Nízkoprahové zařízení,"Palackého 99, 544 01 Dvůr Králové nad Labem",strelka@charitadk.cz,+420731604695,www.dk.charita.cz,https://www.dk.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež v Humpolci,Nízkoprahové zařízení,"Máchova 1607, 396 01 Humpolec",nzdmhu@charitahb.cz,+420737899092,http://www.hb.charita.cz,,matched
Nízkoprahový klub BAN,Nízkoprahové zařízení,"Rubešovo náměstí 171, Havlíčkův Brod, 580 01 Havlíčkův Brod",ban@charitahb.cz,+420561110044,http://hb.charita.cz/nabizene-sluzby/sluzby-socialni/nizkoprahovy-klub-ban/,,matched
eNCečko - nízkoprahové centrum pro děti a mládež Světlá nad Sázavou,Nízkoprahové zařízení,"Sázavská 598, 582 91 Světlá nad Sázavou",encecko@charitahb.cz,+420777736040,http://www.hb.charita.cz,,matched
Nízkoprahový klub Relax,Nízkoprahové zařízení,"Masarykovo náměstí 325, 509 01 Nová Paka",relax@charitajicin.cz,+420731646979,www.jicin.charita.cz,https://www.jicin.charita.cz,matched
Nízkoprahový klub PoHoDa,Nízkoprahové zařízení,"Janderova 808, Hořice, 508 01 Hořice v Podkrkonoší",pohoda@charitajicin.cz,+420731646979,www.jicin.charita.cz,https://www.jicin.charita.cz,matched
Nízkoprahový klub EXIT,Nízkoprahové zařízení,"Na jihu 553, Nové Město, 506 01 Jičín",exit@charitajicin.cz,+420731646979,www.jicin.charita.cz,https://www.jicin.charita.cz,matched
Nízkoprahové zařízení pro děti a mládež - Klub Budík,Nízkoprahové zařízení,"Šmilovského 124, Klatovy V, 339 01 Klatovy",budik@klatovy.charita.cz,+420373700093,www.charitakt.cz,https://www.charitakt.cz,matched
NZDM Triangl,Nízkoprahové zařízení,"Tylova 503/18, Kutná Hora-Vnitřní Město, 284 01 Kutná Hora",charita@kh.hk.caritas.cz,+420731598871,http://www.kh.charita.cz,,matched
Galaxie,Nízkoprahové zařízení,"Mírová 127, 435 21 Obrnice",matejovicova@ocss.cz,+420608774366,www.ocss.cz,https://www.ocss.cz,matched
VULKÁN,Nízkoprahové zařízení,"Mírová 229, 435 21 Obrnice",matejovicova@ocss.cz,+420608774366,www.ocss.cz,https://www.ocss.cz,matched
Centrum 5KA,Nízkoprahové zařízení,"Tylova 373, 516 01 Rychnov nad Kněžnou",info@od5k10.cz,+420728939412,www.od5k10.cz,https://www.od5k10.cz,matched
OPEN HOUSE o.p.s.,Nízkoprahové zařízení,"Dr. E. Beneše 309/47, Bruntál, 792 01 Bruntál",openhouse@seznam.cz,+420775096716,www.openhousebruntal.cz,https://www.openhousebruntal.cz,matched
Free klub,Nízkoprahové zařízení,"Bořivojova 620/29, Slezská Ostrava-Kunčičky, 718 00 Ostrava",freeklub@pavucina.net,+420731876683,www.freeklub.cz,https://www.freeklub.cz,matched
POINT Klubovna,Nízkoprahové zařízení,"Komenského 582, Mladá, 289 24 Milovice nad Labem ",info@pointmilovice.cz,+420777328443,www.pointmilovice.cz,https://www.pointmilovice.cz,matched
Nízkoprahový klub pro děti a mládež Rachot,Nízkoprahové zařízení,"Gen. Svobody 2800/68, Šumperk, 787 01 Šumperk",rachot@pontis.cz,+420583550237,http://www.pontis.cz,,matched
NZDM Bedna,Nízkoprahové zařízení,"Budovatelů 116, Příbram VIII, 261 01 Příbram",info@ponton.cz,+420608936116,http://www.ponton.cz,,matched
NZDM Pixla,Nízkoprahové zařízení,"sady Pětatřicátníků 94/27, Plzeň 3-Jižní Předměstí, 301 00 Plzeň",info@ponton.cz,+420732182887,http://www.ponton.cz,,matched
Želváček,Nízkoprahové zařízení,"Masarykova 461, Bohosudov, 417 42 Krupka",ivana.simankova@poradna-prava.cz,+420724701600,www.poradna-prava.cz,https://www.poradna-prava.cz,matched
EZOP-Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Drobného 301, 592 31 Nové Město na Moravě",ezop@portimo.cz,+420566616980,www.portimo.cz,https://www.portimo.cz,matched
KLUB I.P.,Nízkoprahové zařízení,"Velké náměstí 14, Prachatice I, 383 01 Prachatice",klubip@portusprachatice.cz,+420723206051,www.portusprachatice.cz,https://www.portusprachatice.cz,matched
"Prev-Centrum, Nízkoprahové služby",Nízkoprahové zařízení,"Meziškolská 1120/2, Praha 6-Břevnov, 169 00 Praha",nzdm@prevcentrum.cz,+420242498334,http://www.prevcentrum.cz/nzdm,,matched
SPOT NZDM Prevent,Nízkoprahové zařízení,"Zeyerovy sady 963, Vodňany II, 389 01 Vodňany",spot@prevent99.cz,+420606089789,www.prevent99.cz/spot/,https://www.prevent99.cz/spot/,matched
CROSS Nízkoprahové zařízení pro děti a mládež Prevent,Nízkoprahové zařízení,"Lidická 193, Strakonice I, 386 01 Strakonice",cross@prevent99.cz,+420601536872,http://cross.prevent99.cz,,matched
Station 17 - Nízkoprahové zařízení pro děti a mládež Prevent,Nízkoprahové zařízení,,station17@prevent99.cz,+420601531511,http://station17.prevent99.cz,,matched
Klub Zóna,Nízkoprahové zařízení,"Střední novosadská 202/48, Nové Sady, 779 00 Olomouc",t.valouchova@seznam.cz,+420773980992,http://www.zonaklub.cz,,matched
NZDM 21,Nízkoprahové zařízení,"Havlíčkova 8, Beroun-Město, 266 01 Beroun",z.benesova@prozdravi21.cz,+420702013352,www.prozdravi21.cz,https://www.prozdravi21.cz,matched
Klub pro mladé Prosapia,Nízkoprahové zařízení,"Fügnerova 355/16, Děčín I-Děčín, 405 02 Děčín",j.pittnerova@prosapia-zu.cz,+420736482254,www.prosapia-zu.cz,https://www.prosapia-zu.cz,matched
Nízkoprahové zařízení pro děti a mládež Kolárka,Nízkoprahové zařízení,"Na Pustině 1068, Kolín II, 280 02 Kolín",nzdm.kolarka@prostor-plus.cz,+420775650329,www.prostor-plus.cz,https://www.prostor-plus.cz,matched
Nízkoprahové zařízení pro děti a mládež ve Zruči nad Sázavou - Kotelna,Nízkoprahové zařízení,"Na Výsluní 719, Zruč nad Sázavou, 285 22 Zruč nad Sázavou",jitka.hortova@prostor-plus.cz,+420774650032,www.prostor-plus.cz,https://www.prostor-plus.cz,matched
NZDM KLÍDEK,Nízkoprahové zařízení,"Čajkovského 1861/46a, Nový Hradec Králové, 500 09 Hradec Králové",klidek@prostorpro.cz,+420495262202,http://www.prostorpro.cz,,matched
Nízkoprahové zařízení pro děti a mládež Terén - Dobříš,Nízkoprahové zařízení,"Jáchymovská 1869, 263 01 Dobříš",office@proximasociale.cz,+420777310306,www.proximasociale.cz,https://www.proximasociale.cz,matched
Nízkoprahové zařízení pro děti a mládež Klub Radotín,Nízkoprahové zařízení,"Loučanská 1112/3, Praha 16-Radotín, 153 00 Praha",office@proximasociale.cz,+420777471800,http://www.proximasociale.cz,,matched
Nízkoprahová zařízení pro děti a mládež Jedna Trojka,Nízkoprahové zařízení,"K zahrádkám 1865/11, Stodůlky, 155 00 Praha",office@proximasociale.cz,+420775610453,www.proximasociale.cz,https://www.proximasociale.cz,matched
Nízkoprahová zařízení pro děti a mládež Činžák - Klub Činžák,Nízkoprahové zařízení,"Havlíčkova 787/45, Mladá Boleslav II, 293 01 Mladá Boleslav",office@proximasociale.cz,+420775560507,www.proximasociale.cz,https://www.proximasociale.cz,matched
Nízkoprahové zařízení pro děti a mládež Klub Jižní pól,Nízkoprahové zařízení,"Brandlova 1639/6, Praha 11-Chodov, 149 00 Praha",office@proximasociale.cz,+420775637050,http://www.proximasociale.cz,,matched
Nízkoprahové zařízení pro děti a mládež Krok,Nízkoprahové zařízení,"Rakovského 3138/2, Praha 12-Modřany, 143 00 Praha",office@proximasociale.cz,+420775610003,http://www.proximasociale.cz,,matched
Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Koněvova 605/2, Praha 3-Žižkov, 130 00 Praha",kancelar@r-mosty.cz,+420222581241,http://www.r-mosty.cz,,matched
Nízkoprahový klub Pavlač,Nízkoprahové zařízení,"Vranovská 52/4, Brno-sever, Zábrdovice, 614 00 Brno",pavlac@ratolest.cz,+420776519924,http://www.ratolest.cz,,matched
Nízkoprahový klub Likusák,Nízkoprahové zařízení,"Kotlanova 2469/10, Líšeň, 628 00 Brno",likusak@ratolest.cz,+420604194064,http://www.ratolest.cz,,matched
NZDM Vafle,Nízkoprahové zařízení,"Křižíkova 980, 473 01 Nový Bor",naucova@rodinavcentru.cz,+420778424996,www.rodinavcentru.cz,https://www.rodinavcentru.cz,matched
Klub PLEJS CzeLA,Nízkoprahové zařízení,"Masarykova 2083, 250 88 Čelákovice",lenka.horvathova@rc-routa.cz,+420608873926,www.rc-routa.cz,https://www.rc-routa.cz,matched
Nízkoprahové zařízení pro děti a mládež Kamin,Nízkoprahové zařízení,"Třebovská 221, Hylváty, 562 03 Ústí nad Orlicí",rcsrdicko@jbuo.cz,+420778724126,www.kamin.klubexit.cz,https://www.kamin.klubexit.cz,unmatched
Klub Amaro Avindo,Nízkoprahové zařízení,"Boženy Němcové 295, 439 42 Postoloprty",romano.j@seznam.cz,+420774214357,www.romanojasnica.webnode.cz,https://www.romanojasnica.webnode.cz,matched
Nízkoprahové zařízení pro mládež,Nízkoprahové zařízení,"Fügnerova 111/6, 400 04 Trmice",romano.j@seznam.cz,+420475501774,www.romanojasnica.cz,https://www.romanojasnica.cz,matched
Nízkoprahové zařízení pro děti M. C. Zefyríno,Nízkoprahové zařízení,"Fügnerova 59/20, 400 04 Trmice",romano.j@seznam.cz,+420475501774,www.romanojasnica.cz,https://www.romanojasnica.cz,matched
NZDM V kostce,Nízkoprahové zařízení,"Ant. Barcala 1791/40, 370 05 České Budějovice",katerina.burianova@sasmcb.cz,+420734435031,http://www.sasmcb.cz,,matched
Salesiánské středisko mládeže - dům dětí a mládeže Plzeň,Nízkoprahové zařízení,"Sladkovského 856/68, Plzeň 2-Slovany, Východní Předměstí, 326 00 Plzeň",sdbplzen@sdbplzen.cz,+420377266953,http://www.sdbplzen.cz,,matched
Nízkoprahový klub Vrtule,Nízkoprahové zařízení,"Kobyliské náměstí 640/11, Praha 8-Kobylisy, 182 00 Praha",vrtule@strediskokobylisy.cz,+420283029310,www.strediskokobylisy.cz/vrtule,https://www.strediskokobylisy.cz/vrtule,matched
Luna,Nízkoprahové zařízení,"Maršovská 1539/3, Trnovany, 415 01 Teplice",ssst@selesianiteplice.cz,+420739959566,salesianiteplice.cz,,unmatched
Klub dětí a mládeže - NZDM,Nízkoprahové zařízení,"Okružní 5430, Zlín, 760 05 Zlín",saleklub@skmzlin.cz,+420577243009,www.sdbzlin.cz,https://www.sdbzlin.cz,matched
Zavináč,Nízkoprahové zařízení,"Náměstí Dobrovského 379/11, Rumburk 1, 408 01 Rumburk",stredisko.mladeze@seznam.cz,+420723960101,www.zavinac.sdb.cz,https://www.zavinac.sdb.cz,unmatched
Nízkoprahové zařízení pro děti a mládež Modrý pomeranč,Nízkoprahové zařízení,"Selicharova 1420/3, Nový Hradec Králové, 500 12 Hradec Králové",nizkoprahove.centrum@salinger.cz,+420777041030,http://www.salinger.cz,,matched
Nízkoprahové zařízení pro děti a mládež - RIAPS Shelter,Nízkoprahové zařízení,"Spojenecká 69, Střední Předměstí, 541 01 Trutnov",shelter@riaps.cz,+420731441268,http://www.riaps.cz,,matched
Dětský dům Zábrdovice - FARA,Nízkoprahové zařízení,"Lazaretní 9/1, Brno-Židenice, Zábrdovice, 615 00 Brno",ddz@email.cz,+420545212156,www.sdruzenipetrov.cz,https://www.sdruzenipetrov.cz,unmatched
N - klub,Nízkoprahové zařízení,"Masarykovo náměstí 243, 295 01 Mnichovo Hradiště",nzdm.mh@os-semiramis.cz,+420734232706,http://www.os-semiramis.cz/os-site/,,matched
Nízkoprahové zařízení pro děti a mládež - EMKO,Nízkoprahové zařízení,"Husova 146, Litomyšlské Předměstí, 566 01 Vysoké Mýto",emko@skp-centrum.cz,+420461102351,www.skp-centrum.cz,https://www.skp-centrum.cz,matched
Nízkoprahové zařízení pro děti a mládež - Free klub,Nízkoprahové zařízení,"Jungmannova 2550, Pardubice I-Zelené Předměstí, 530 02 Pardubice",freeklub@skp-centrum.cz,+420464629620,www.skp-centrum.cz,https://www.skp-centrum.cz,matched
"EZRA Albrechticko, Osoblažsko, nízkoprahové zařízení pro děti a mládež",Nízkoprahové zařízení,"Lázeňská 119/2, 793 95 Město Albrechtice",nzdm@slezskadiakonie.cz,+420604228201,www.slezskadiakonie.cz,https://www.slezskadiakonie.cz,matched
KANAAN Bohumín,Nízkoprahové zařízení,"Drátovenská 246, Pudlov, 735 51 Bohumín",kanaan@slezskadiakonie.cz,+420733625556,www.slezskadiakonie.cz,https://www.slezskadiakonie.cz,matched
"KLUB ON LINE Karviná, nízkoprahové zařízení pro děti a mládež",Nízkoprahové zařízení,"V Aleji 435/12, Ráj, 734 01 Karviná",online@slezskadiakonie.cz,+420731428974,www.slezskadiakonie.cz,https://www.slezskadiakonie.cz,matched
"POHODA Karviná, nízkoprahové zaříení pro děti a mládež",Nízkoprahové zařízení,"V Aleji 435/12, Ráj, 734 01 Karviná",pohoda@slezskadiakonie.cz,+420603855041,www.slezskadiakonie.cz,https://www.slezskadiakonie.cz,matched
ESKO,Nízkoprahové zařízení,"Okružní 925/1, Žďár nad Sázavou 3, 591 01 Žďár nad Sázavou",terenni.pracovnik@socsluzbyzdar.cz,+420725959358,www.socsluzbyzdar.cz,https://www.socsluzbyzdar.cz,matched
Nízkoprahové zařízení pro děti a mládež Šrumec,Nízkoprahové zařízení,"Kaunicova 77, Uherský Brod, 688 01 Uherský Brod",vedouci.nzdm@ssub.cz,+420734447743,http://ssub.cz,,unmatched
"SOS KAJUTA, Nízkoprahové zařízení pro děti a mládež",Nízkoprahové zařízení,"Sokolská 207, Bystřice pod Hostýnem, 768 61 Bystřice pod Hostýnem",readim.kejik@sos-vesnicky.cz,+420775720285,www.sos-vesnicky.cz,https://www.sos-vesnicky.cz,matched
Nízkoprahové zařízení pro děti SPOLEČNĚ-JEKHETANE,Nízkoprahové zařízení,"Dělnická 387/20, Poruba, 708 00 Ostrava",nizkoprah@jekhetane.cz,+420702051567,www.jekhetane.cz,https://www.jekhetane.cz,matched
NZDM v Hanušovicích,Nízkoprahové zařízení,"Školní 199, 788 33 Hanušovice",skurkova@podaneruce.cz,+420608256804,www.podaneruce.cz,https://www.podaneruce.cz,matched
NZDM v Kroměříži,Nízkoprahové zařízení,"Velehradská 625/4, Kroměříž, 767 01 Kroměříž",nzdm.km@podaneruce.cz,+420770120864,www.podaneruce.cz,https://www.podaneruce.cz,matched
NZDM v Brně,Nízkoprahové zařízení,"Václavská 31/15, Brno-střed, Staré Brno, 603 00 Brno",nzdm.brno@podaneruce.cz,+420733534464,www.podaneruce.cz,https://www.podaneruce.cz,matched
NZDM v Mohelnici a Zábřehu,Nízkoprahové zařízení,"Hradební 1496/4, 789 85 Mohelnice",nzdm.mz@podaneruce.cz,+420777720230,www.podaneruce.cz,https://www.podaneruce.cz,matched
NZDM v Prostějově,Nízkoprahové zařízení,"Svatoplukova 2463/29, Prostějov, 796 01 Prostějov",nzdm.pv@podaneruce.cz,+420778406919,www.podaneruce.cz,https://www.podaneruce.cz,matched
NZDM v Olomouci,Nízkoprahové zařízení,"Dolní náměstí 27/38, Olomouc, 779 00 Olomouc",kubena@podaneruce.cz,+420773537932,www.podaneruce.cz,https://www.podaneruce.cz,matched
NZDM v Blansku,Nízkoprahové zařízení,"Sadová 149/2, Blansko, 678 01 Blansko ",nzdm.blansko@podaneruce.cz,+420777916283,http://www.pvcklub.podaneruce.cz,,matched
"Nízkoprahové zařízení pro děti a mládež ""Pohoda""",Nízkoprahové zařízení,"Karlova 392/17, Cheb, 350 02 Cheb",pohoda@szss-cheb.cz,+420354403003,www.szss-cheb.cz,https://www.szss-cheb.cz,matched
Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Husova 383, 259 01 Votice",pocepicky@statekvlckovice.cz,+420604915427,www.statekvlckovice.cz,https://www.statekvlckovice.cz,matched
Nízkoprahový klub Kumbál,Nízkoprahové zařízení,"Vídeňská 14/78, Brno-střed, Štýřice, 639 00 Brno",gajdziok.jan@brno.cz,+420543210670,http://www.brno.cz,,matched
Nízkoprahové zařízení pro děti a mládež Klub Semafor,Nízkoprahové zařízení,"Kostikovo náměstí 647, Frýdek, 738 01 Frýdek-Místek",vecerova.silvie@frydekmistek.cz,+420773748758,www.frydekmistek.cz,https://www.frydekmistek.cz,matched
NZDM SVĚT,Nízkoprahové zařízení,"tř. Budovatelů 2407/20, Most, 434 01 Most",tatana.drahosova@mesto-most.cz,+420476448198,www.mesto-most.cz,https://www.mesto-most.cz,unmatched
Nízkoprahové zařízení pro děti a mládež 15-26 let,Nízkoprahové zařízení,"Rudolická 1700/2, Most, 434 01 Most",katerina.linhartova@mesto-most.cz,+420476448236,www.mesto-most.cz,https://www.mesto-most.cz,matched
NZDM eMBečko,Nízkoprahové zařízení,"Údolní 955, 675 31 Jemnice",email@stred.info,+420775725601,http://www.stred.info,,matched
Klub NOra,Nízkoprahové zařízení,"Kostelní náměstí 190/4, Cheb, 350 02 Cheb",nzdmnora@svetlokadan.cz,+420725556109,www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,matched
Klub NaNáměstí,Nízkoprahové zařízení,"Radonice 73, 431 55 Radonice u Kadaně",petra.neubauerova@svetlokadanzs.cz,+420702027967,http://www.svetlokadanzs.cz,,unmatched
Klub Ostrov,Nízkoprahové zařízení,"Klínovecká 998, Ostrov, 363 01 Ostrov nad Ohří",monika.kucerova@svetlokadan.cz,+420727925741,www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,matched
