Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source,New Contact,New Matched
"Člověk v tísni, o.p.s.",Nízkoprahové zařízení,"Vltavská 3101/24, Praha 5-Smíchov, 150 00 Praha 5",vaclav.kucera@clovekvtisni.cz,+420777782066,www.clovekvtisni.cz,https://www.clovekvtisni.cz,new_contact_both_match_with_email,,"['+420739291034', '+420770183629', '+420770183629', '+420770183629', '+420770183629', 'iryna.avdeyeva@clovekvtisni.cz', 'dary@clovekvtisni.cz', 'martina.blahova@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'jakub.palecek@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'sona.belsanova@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'anna.byshliaha@clovekvtisni.cz', 'tomas.urban@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'katerina.benesova@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'michala.baslova@clovekvtisni.cz', 'milada.vachova@peopleinneed.net', 'anna.bimova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'iryna.avdeyeva@clovekvtisni.cz', 'martina.blahova@clovekvtisni.cz', 'dary@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'jakub.palecek@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'sona.belsanova@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', 'anna.byshliaha@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'katerina.benesova@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'michala.baslova@clovekvtisni.cz', 'milada.vachova@peopleinneed.net', 'anna.bimova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'vit.kucera@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'lenka.hozakova@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'kvetoslava.bartosova@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'valentyna.dovhal@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'anna.skripalova@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'yuliia.cherniai@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'milada.vachova@peopleinneed.net', 'petra.hauptmanova@clovekvtisni.cz', 'michaela.arnoldova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'ustecky.kraj@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary']",new_contact_both_match_with_email
"Člověk v tísni, o.p.s",Nízkoprahové zařízení,"5. května 296/34, 358 01 Kraslice",jan.nemecek@clovekvtisni.cz,+420777333879,https://www.clovekvtisni.cz/cs/socialni-prace/pobocka/karlovy-vary,,new_email_match,,"['dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary']",new_email_match
"Člověk v tísni, o.p.s., Otevřený klub",Nízkoprahové zařízení,"Teplická 918, Teplické Předměstí, 418 01 Bílina",anna.skripalova@clovekvtisni.cz,+420778435968,www.clovekvtisni.cz/bilina,https://www.clovekvtisni.cz/bilina,matched,"scraped_contacts_email, scraped_contacts_telefon",,
"Člověk v tísni, o.p.s., Klub Mixér",Nízkoprahové zařízení,"Hrbovická 335/60, Ústí nad Labem-město, Předlice, 400 01 Ústí nad Labem",daniela.prochazkova@clovekvtisni.cz,+420734428389,www.clovekvtisni.cz,https://www.clovekvtisni.cz,new_contact_both_match_with_email,,"['+420739291034', '+420770183629', '+420770183629', '+420770183629', '+420770183629', 'iryna.avdeyeva@clovekvtisni.cz', 'dary@clovekvtisni.cz', 'martina.blahova@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'jakub.palecek@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'sona.belsanova@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'anna.byshliaha@clovekvtisni.cz', 'tomas.urban@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'katerina.benesova@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'michala.baslova@clovekvtisni.cz', 'milada.vachova@peopleinneed.net', 'anna.bimova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'iryna.avdeyeva@clovekvtisni.cz', 'martina.blahova@clovekvtisni.cz', 'dary@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'jakub.palecek@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'sona.belsanova@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', 'anna.byshliaha@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'katerina.benesova@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'michala.baslova@clovekvtisni.cz', 'milada.vachova@peopleinneed.net', 'anna.bimova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'vit.kucera@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'lenka.hozakova@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'kvetoslava.bartosova@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'valentyna.dovhal@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'anna.skripalova@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'yuliia.cherniai@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'milada.vachova@peopleinneed.net', 'petra.hauptmanova@clovekvtisni.cz', 'michaela.arnoldova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'ustecky.kraj@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary']",new_contact_both_match_with_email
"Člověk v tísni, o.p.s.",Nízkoprahové zařízení,"Chrastavská 266/16, Liberec II-Nové Město, 460 01 Liberec",lukas.prucha@clovekvtisni.cz,+420485104446,www.clovekvtisni.cz,https://www.clovekvtisni.cz,matched,maps_contacts_telefon,,
"Člověk v tísni, o.p.s - eNCéčko",Nízkoprahové zařízení,"Teplická 918, Teplické Předměstí, 418 01 Bílina",anna.skripalova@clovekvtisni.cz,+420778435968,www.clovekvtisni.cz/bilina,https://www.clovekvtisni.cz/bilina,matched,"scraped_contacts_email, scraped_contacts_telefon",,
"Člověk v tísni o.p.s., Nový svět",Nízkoprahové zařízení,"Matiční 182/11, Ústí nad Labem-Neštěmice, Krásné Březno, 400 07 Ústí nad Labem",daniela.prochazkova@clovekvtisni.cz,+420734428389,www.clovekvtisni.cz,https://www.clovekvtisni.cz,new_contact_both_match_with_email,,"['+420739291034', '+420770183629', '+420770183629', '+420770183629', '+420770183629', 'iryna.avdeyeva@clovekvtisni.cz', 'dary@clovekvtisni.cz', 'martina.blahova@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'jakub.palecek@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'sona.belsanova@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'anna.byshliaha@clovekvtisni.cz', 'tomas.urban@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'katerina.benesova@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'michala.baslova@clovekvtisni.cz', 'milada.vachova@peopleinneed.net', 'anna.bimova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'iryna.avdeyeva@clovekvtisni.cz', 'martina.blahova@clovekvtisni.cz', 'dary@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'jakub.palecek@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'sona.belsanova@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', 'anna.byshliaha@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'katerina.benesova@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'michala.baslova@clovekvtisni.cz', 'milada.vachova@peopleinneed.net', 'anna.bimova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'dary@clovekvtisni.czklub', 'vit.kucera@clovekvtisni.cz', 'kariera@clovekvtisni.cz', 'lenka.hozakova@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'kvetoslava.bartosova@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'valentyna.dovhal@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'anna.skripalova@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'yuliia.cherniai@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'milada.vachova@peopleinneed.net', 'petra.hauptmanova@clovekvtisni.cz', 'michaela.arnoldova@clovekvtisni.cz', 'telkp@clovekvtisni.czskute', 'ustecky.kraj@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary', 'dary@clovekvtisni.cz', 'petr.stefan@clovekvtisni.cz', 'jakprezitdluhy@clovekvtisni.cz', 'eva.kroupova@clovekvtisni.cz', 'michal.puchel@clovekvtisni.cz', 'vaclav.zeman@clovekvtisni.cz', 'ondrej.lukas@clovekvtisni.cz', 'jan.kovalik@clovekvtisni.cz', 'adriana.cerna@clovekvtisni.cz', 'pomocsp@clovekvtisni.czdary', 'dary@clovekvtisni.czklub', 'milada.vachova@peopleinneed.net', 'telkp@clovekvtisni.czskute', 'kariera@clovekvtisni.cz', 'tereza.hronova@clovekvtisni.cz', 'ukrajinadary.ukrajina@clovekvtisni.cz', 'ladislav.brustik@clovekvtisni.cz', '', 'tomas.urban@clovekvtisni.cz', 'media@clovekvtisni.czdary']",new_contact_both_match_with_email
Darmoděj z.ú. - Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Hlavní 207, Mikulovice, 790 84 Mikulovice u Jeseníku",nzdm@darmodej.cz,+420775039589,www.darmodej.cz,https://www.darmodej.cz,new_email_match,,"['', 'darmodej@darmodej.cz']",new_email_match
NZDM Lucerna,Nízkoprahové zařízení,"Duškova 79, Josefov, 551 02 Jaroměř",nzdm@milicak.cz,,www.milicak.cz,https://www.milicak.cz,unmatched,,,
Diakonie ČCE - středisko v Jablonci nad Nisou - NZDM Kruháč,Nízkoprahové zařízení,"5. května 193/2, Jablonec nad Nisou, 466 01 Jablonec nad Nisou",vedouci.kruhac@jablonec-diakonie.cz,+420734391851,www.jablonec.diakonie.cz,https://www.jablonec.diakonie.cz,new_phone_match,,"['+420210141338', '+420603291933', '+420603456244', '+420604884505', '+420721008313', '+420730844353', '+420732571264']",new_phone_match
RUBIKON,Nízkoprahové zařízení,"Poschla 988, Vsetín, 755 01 Vsetín",indrakova@diakonievsetin.cz,+420737316738,www.diakonievsetin.cz,https://www.diakonievsetin.cz,new_phone_match,,['+420571420617'],new_phone_match
Klub Akcent pro děti a mládež,Nízkoprahové zařízení,"Jiráskova 481, Nové Město, 337 01 Rokycany",kluby@diakoniezapad.cz,+420731517377,www.diakoniezapad.cz,https://www.diakoniezapad.cz,matched,scraped_contacts_telefon,,
Klub Coolna Moravský Krumlov,Nízkoprahové zařízení,"Břízová 254, 672 01 Moravský Krumlov",coolna.mkrumlov@znojmo.charita.cz,+420739389274,http://znojmo.charita.cz,,new_email_match,,"['znojmo@znojmo.charita.cz', 'znojmo@znojmo.charita.cz']",new_email_match
NZDM Maják Luka nad Jihlavou,Nízkoprahové zařízení,"nám. 9. května 357, 588 22 Luka nad Jihlavou",majak@jihlava.charita.cz,+420734435311,www.jihlava.charita.cz,https://www.jihlava.charita.cz,new_email_match,,"['jihlava@jihlava.charita.cz', 'jihlava@jihlava.charita.cz']",new_email_match
Wellmez - nízkoprahové zařízení pro děti a mládež Velké Meziříčí,Nízkoprahové zařízení,"Hornoměstská č.ev. 366/41, 594 01 Velké Meziříčí",veronika.melicharova@zdar.charita.cz,+420731626116,www.zdar.charita.cz,https://www.zdar.charita.cz,new_email_match,,"['ochzr@zdar.charita.cz', 'ochzr@zdar.charita.cz']",new_email_match
ZASTÁVka Telč,Nízkoprahové zařízení,"Slavíčkova 387, Telč-Podolí, 588 56 Telč",zastavka.telc@jihlava.charita.cz,+420567214613,http://www.jihlava.charita.cz,,new_email_match,,['jihlava@jihlava.charita.cz'],new_email_match
Klub Coolna Znojmo,Nízkoprahové zařízení,"Masarykovo náměstí 448/21, Znojmo, 669 02 Znojmo",coolna@znojmo.charita.cz,+420739389275,http://znojmo.charita.cz/,,new_email_match,,['znojmo@znojmo.charita.cz'],new_email_match
Klub Čas,Nízkoprahové zařízení,"Ráboňova 116, Tišnov, 666 01 Tišnov",zuzana.ucnova@tisnov.charita.cz,+420739247942,www.tisnov.charita.cz,https://www.tisnov.charita.cz,new_email_match,,"['tisnov@tisnov.charita.czweb', 'tisnov@tisnov.charita.cz']",new_email_match
Nízkoprahový klub Pohoda Hodonín,Nízkoprahové zařízení,"Horní Valy 3655/2, Hodonín, 695 01 Hodonín",p-centrum.hodonin@charita.cz,+420737234093,http://www.hodonin.charita.cz,,new_email_match,,"['k-centrum@hodonin.charita.czkde', 'kamila.spanelova@hodonin.charita.cz', 'jana.omelkova@hodonin.charita.cz', 'k-centrum@hodonin.charita.cz', 'hodonin@hodonin.charita.cz', 'martina.hurychova@hodonin.charita']",new_email_match
Nadosah - nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Masarykovo náměstí 299, 593 01 Bystřice nad Pernštejnem",renata.hanychova@zdar.charita.cz,+420777755437,http://www.zdar.charita.cz,,matched,maps_contacts_telefon,,
Nízkoprahové zařízení pro děti a mládež Vrakbar Jihlava,Nízkoprahové zařízení,"Žižkova 1939/20, Jihlava, 586 01 Jihlava",vrakbar@jihlava.charita.cz,+420739381037,http://www.jihlava.charita.cz,,new_email_match,,['jihlava@jihlava.charita.cz'],new_email_match
Ponorka - nízkoprahové zařízení pro děti a mládež Žďár nad Sázavou,Nízkoprahové zařízení,"Nádražní 1141/44, Žďár nad Sázavou 6, 591 01 Žďár nad Sázavou",ponorka@zdar.charita.cz,+420777755436,http://www.zdar.charita.cz,,matched,maps_contacts_telefon,,
Erko - nízkoprahové zařízení pro děti a mládež Jihlava,Nízkoprahové zařízení,"Žižkova 2076/108, Jihlava, 586 01 Jihlava",erko.jihlava@jihlava.charita.cz,+420734765748,http://www.jihlava.charita.cz,,matched,maps_contacts_telefon,,
Zlatá zastávka Adamov,Nízkoprahové zařízení,"Komenského 322/6, Adamov, 679 04 Adamov",z.zastavka.adamov@blansko.charita.cz,+420733741732,http://www.blansko.charita.cz,,new_email_match,,"['668blansko@blansko.charita.czwww.blansko.charita.czi', 'blansko@blansko.charita.cz', '668blansko@blansko.charita.czwww.blansko.charita.czi', 'blansko@blansko.charita.cz']",new_email_match
Ambrela - Nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"L. Pokorného 58/15, Zámostí, 674 01 Třebíč",marie.porizova@trebic.charita.cz,+420736529299,http://www.trebic.charita.cz,,new_email_match,,['trebic@trebic.charita.cz'],new_email_match
