Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source
občanská poradna Kutná Hora,Odborné sociální poradenství,"Trebišovská 661, Kutná Hora-Vnitřní Město 284 01, Středočeský kraj",petra.zitova@kh.hk.caritas.cz,nan,https://kh.charita.cz,,unmatched,
Odborné sociální poradenství,Odborné sociální poradenství,"Velká Krajská 47/7, Litoměřice-Město 412 01, Ústecký kraj",litomerice@fokuslabe.cz,+420413034461,http://www.fokuslabe.cz,,unmatched,
"Pedagogicko-psychologická poradna, České Budějovice, Nerudova 59",Pedagogicko-psychologické poradny,"Nerudova 859/59, České Budějovice 3, 370 04 České Budějovice",poradna.info@pppcb.cz,+420723392134,https://www.pppcb.cz/,,unmatched,
"Pedagogicko-psychologická poradna, Plzeň, Částkova 78",Pedagogicko-psychologické poradny,"Částkova 691/78, Lobzy, 326 00 Plzeň",poradnaplzen@pepor-plzen.cz,+420377468111,https://www.pepor-plzen.cz/,,unmatched,
"Pedagogicko-psychologická poradna Ústeckého kraje a Zařízení pro další vzdělávání pedagogických pracovníků, Teplice, příspěvková organizace",Pedagogicko-psychologické poradny,"Lípová 651/9, 415 01 Teplice",info@pppuk.cz,nan,https://www.pppuk.cz/,,unmatched,
"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.",Pedagogicko-psychologické poradny,"Hornická 410, 273 03 Stochov",centrum@slunce.info,+420312690298,http://www.slunce.info/,,unmatched,
"Pedagogicko-psychologická poradna, Česká Lípa, Havlíčkova 443, příspěvková organizace",Pedagogicko-psychologické poradny,"Havlíčkova 443/9, 470 01 Česká Lípa",,nan,https://pppcl.cz/,,unmatched,
Sociální poradenství,Odborné sociální poradenství,"Stroupežnického 1372/9, Ústí nad Labem-centrum (část) 400 01, Ústecký kraj",usti@fokuslabe.cz,nan,www.fokuslabe.cz,https://www.fokuslabe.cz,unmatched,
Sociální poradenství,Odborné sociální poradenství,"Školní 670/26, Teplice 415 01, Ústecký kraj",teplice@fokuslabe.cz,+420739456465,www.fokuslabe.cz,https://www.fokuslabe.cz,unmatched,
Sociální poradenství,Odborné sociální poradenství,"Hudečkova 664/1, Děčín I-Děčín 405 02, Ústecký kraj",decin@fokuslabe.cz,nan,www.fokuslabe.cz,https://www.fokuslabe.cz,unmatched,
Sociální poradenství Ledovec,Odborné sociální poradenství,"Karolíny Světlé 463/13, Severní Předměstí (část) 323 00, Plzeňský kraj",por@ledovec.cz,nan,https://www.ledovec.cz/socialni-sluzby/item/30-odborne-socialni-poradenstvi-ledovec,,unmatched,
"Gymnázium J. G. Mendela a jeho zařízení a Základní umělecká škola, školská právnická osoba",Pedagogicko-psychologické poradny,"Voroněžská 2566/5, Žabovřesky, 616 00 Brno",ppp@skolskykomplex.cz,nan,https://www.skolskykomplex.cz/g-jgm/,,unmatched,
"Pedagogicko-psychologická poradna Břeclav, příspěvková organizace",Pedagogicko-psychologické poradny,"Bří. Mrštíků 2131/30, 690 02 Břeclav",terezie.kubikova@pppbreclav.cz,nan,https://www.pppbreclav.cz/,,unmatched,
Odborné sociální poradenství - poradna PřES PRÁH,Odborné sociální poradenství,"Tuřanská 12, Brno-Tuřany (část) 620 00, Jihomoravský kraj",jana.wudyova@prah-brno.cz,+420734850546,http://www.prah-brno.cz/novinky/2-uncategorised/63-odborne-socialni-poradenstvi,,unmatched,
Poradna pro osoby s poruchou příjmu potravy a jejich blízké (Kontaktní centrum Anabell Praha),Odborné sociální poradenství,"Drtinova 2a (areál DDM), Malá Strana (Praha 5) 150 00, Hlavní město Praha",stredoceskykraj@anabell.cz,+420725112705,www.anabell.cz,https://www.anabell.cz,unmatched,
Pedagogicko-psychologická poradna pro Prahu 12,Pedagogicko-psychologické poradny,"Barunčina 1478/11, 14300 Praha 4 - Modřany",info@ppp-modrany.cz,nan,https://www.ppp11a12.cz/,,unmatched,
Pedagogicko-psychologická poradna pro Prahu 9,Pedagogicko-psychologické poradny,"Mochovská 570/41, 198 00 Praha 9 – Hloubětín",hloubetin@ppp9.cz,+420222524209,https://ppp9.cz/,,unmatched,
Centrum pro zdravotně postižené Semily,Odborné sociální poradenství,"Archivní 570, Semily (část) 513 01, Liberecký kraj",semily.cz,+420488577841,www.czplk.cz,https://www.czplk.cz,unmatched,
Sociální poradna Racek,Odborné sociální poradenství,"Havlíčkova 110, Sušice I 342 01, Plzeňský kraj",poradna@susice.charita.cz,nan,https://www.susice.charita.cz/jak-pomahame/odborne-socialni-poradenstvi/,,unmatched,
Občanská poradna Liberec - kontaktní pracoviště Jilemnice,Odborné sociální poradenství,"Dolení 64, Jilemnice 514 01, Liberecký kraj",poradna.jilemnice@d-os.net,+420776331112,www.d-os.net,https://www.d-os.net,unmatched,
OBčANSKÁ PORADNA Plzeň o.p.s.,Odborné sociální poradenství,"Koterovská 640/41, Plzeň 2-Slovany-Východní Předměstí 326 00, Plzeňský kraj",poradna@opplzen.cz,nan,https://www.opplzen.cz/,,unmatched,
Sociální poradna Klatovy,Odborné sociální poradenství,"nám. Míru 63, Klatovy I 339 01, Plzeňský kraj",poradna@klatovy.charita.cz,nan,https://www.charitakt.cz/J-P/osoby-v-nepriznive-socialni-situaci/socialni-poradna-och-klatovy/,,unmatched,
Občanská poradna Liberec - kontaktní pracoviště Turnov,Odborné sociální poradenství,"Žižkova 2031, Turnov 511 01, Liberecký kraj",poradna.turnov@d-os.net,+420777323156,www.d-os.net,https://www.d-os.net,unmatched,
Občanská poradna Liberec - pracoviště česká Lípa,Odborné sociální poradenství,"Wolkerova 446, česká Lípa (část) 470 01, Liberecký kraj",poradna.ceskalipa@d-os.net,+420608477657,www.d-os.net,https://www.d-os.net,unmatched,
Psychiatrická nemocnice v Dobřanech,Odborné sociální poradenství,"Ústavní 2, Dobřany 334 41, Plzeňský kraj",podatelna@pld.cz,+420377813111,https://www.pnvd.cz/,,unmatched,
Občanská poradna Liberec - kontaktní pracoviště Nový Bor,Odborné sociální poradenství,"Wolkerova 446, Nový Bor 473 01, Liberecký kraj",poradna.novybor@d-os.net,+420774496261,www.d-os.net,https://www.d-os.net,unmatched,
Substituční centrum Plzeň,Odborné sociální poradenství,"Korandova 2927/14, Plzeň 3-Jižní Předměstí (část) 301 00, Plzeňský kraj",info@ulice-plzen.com,nan,https://www.ulice-plzen.com/,,unmatched,
SPOLU DOMA - odborné sociální poradenství,Odborné sociální poradenství,"Sadová 634/8, Plzeň 4-Doubravka 312 00, Plzeňský kraj",hospic@domov-plzen.cz,+420733300455,https://domov-plzen.cz/,,unmatched,
Základní škola pro žáky se specifickými poruchami chování,Pedagogicko-psychologické poradny,"Na Zlíchově 206/6, Hlubočepy, 152 00 Praha 5",sp.cz,+420222262014,https://www.speczs.cz/,,unmatched,
Občanská poradna Liberec - kontaktní pracoviště Frýdlant v čechách - POSEC,Odborné sociální poradenství,"Havlíčkovo nám. 304, Frýdlant 464 01, Liberecký kraj",poradna.frydlant@d-os.net,+420775077234,www.d-os.net,https://www.d-os.net,unmatched,
Pedagogicko-psychologická poradna pro Prahu 3,Pedagogicko-psychologické poradny,"Lucemburská 1856/40, Žižkov, 130 00 Praha 3",poradna3@ppp3.cz,+420702087107,http://ppp3a9.cz/,,unmatched,
Pedagogicko-psychologická poradna pro Prahu 11,Pedagogicko-psychologické poradny,"Kupeckého 576/17, Háje, 149 00 Praha 4",ppppraha11@seznam.cz,nan,https://www.ppp11a12.cz/,,unmatched,
"Občanská poradna Liberec - kontaktní pracoviště Jablonec nad Nisou, Spolkový dům",Odborné sociální poradenství,"Emilie Floriánové 1376/8, Jablonec nad Nisou (část) 466 01, Liberecký kraj",poradna.jablonec@d-os.net,+420775077618,www.d-os.net,https://www.d-os.net,unmatched,
Občanská poradna Liberec,Odborné sociální poradenství,"Švermova 32/35, Františkov-Liberec X 460 10, Liberecký kraj",poradna@d-os.net,+420777098277,www.d-os.net,https://www.d-os.net,unmatched,
Občanská poradna Prachatice,Odborné sociální poradenství,"Zlatá stezka 145, Prachatice 383 01, Jihočeský kraj",poradna@krebul.cz,+420723123093,https://www.krebul.cz/obcanska-poradna,,unmatched,
Poradna pro občany v nesnázích Klatovy,Odborné sociální poradenství,"Vídeňská 181, Klatovy I 339 01, Plzeňský kraj",poradna@diakoniezapad.cz,+420775720493,https://www.diakoniezapad.cz/sluzby-diakonie-zapad/pro-lidi-v-nouzi/poradna-pro-obcany-v-nesnazich/,,unmatched,
LÉčIVÉ ROZHOVORY,Psychoterapeutická ambulance,"Tomkova 2099/1 , Tábor (část) 390 01, Jihočeský kraj",terezaposekana@gmail.com,+420724808023,https://lecive-rozhovory.webnode.cz/,,unmatched,
Strobachová Ingrid PhDr.,Psychoterapeuti,"ZŠ Brdličkova 1878, Praha 5, 15500",strobasi@quick.cz,+420235517797,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/59-strobachova-ingrid-phdr,,unmatched,
Švehlíková Dana Mgr.,Psychoterapeuti,"Hrnčířky 964, Veselí nad Moravou, 698 01",objednani@terdi.cz,+420518322054,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/76-svehlikova-dana-mgr,,unmatched,
Mgr. Klára Benešová,Psychologové,Jeseniova 1916/89 130 00 Praha 3,psychologie.p3@gmail.com,+420220511505,https://www.psychologie-praha3.cz/,,unmatched,
Mgr. Pavla Hodková,Psychologové,"V Úvalu 84, 150 00 Praha 5",psychologie.p3@gmail.com,+420224438036,https://www.psychologie-praha3.cz/,,unmatched,
MUDr. Veronika Pavlacká Vaverková - Poradna pro duš. zdraví a psychiatrii,Psychiatrická ambulance,"Sées 1987, Staré Město (část) 686 03, Zlínský kraj",vaverkv@nemuh.cz,+420739122265,https://www.firmy.cz/detail/2422937-mudr-veronika-pavlacka-vaverkova-stare-mesto.html,,unmatched,
Doc. PhDr. Jana Kocourková,Psychologové,"V Úvalu 84, 150 00 Praha 5",,+420224433456,https://www.fnmotol.cz/,,unmatched,
PhDr. Šárka Gjuričová,Psychologové,"V Úvalu 84, 150 00 Praha 5",info@rodinnaterapie.cz,nan,https://www.fnmotol.cz/,,unmatched,
PhDr. Jaroslava Fabíková,Psychologové,"V Úvalu 84, 150 00 Praha 5",,+420224433843,https://www.fnmotol.cz/,,unmatched,
"PhDr. et Mgr. Gabriela Ďurašková, PhD.",Psychologové,"V Úvalu 84, 150 00 Praha 5",,nan,https://www.fnmotol.cz/,,unmatched,
Mgr. Hana Marková,Psychologové,"V Úvalu 84, 150 00 Praha 5",,+420224436890,https://www.fnmotol.cz/,,unmatched,
MUDr. Honová Marcela,Psychiatrická ambulance,"Partyzánů 2174, Uherský Brod (část) 688 01, Zlínský kraj",marcelahonova@seznam.cz,nan,https://www.ekatalog.cz/firma/265781-honova-marcela-mudr/,,unmatched,
MUDr. Šebelová Lenka,Psychiatrická ambulance,"Josefa Sousedíka 1204, Vsetín 755 01, Zlínský kraj",l.sebe@seznam.cz,+420571429639,https://www.mestovsetin.cz/mudr-lenka-sebelova/o-36579,,unmatched,
PSYCHIATRIE MEDICA S.R.O.,Psychiatrická ambulance,"Palackého 972/23, Holešov 769 01, Zlínský kraj",ostadalova.m@seznam.cz,nan,https://www.psychiatrie-holesov.cz/,,unmatched,
PaedDr. Mgr. Yvona Obručová,Psychologická ambulance,"Padělky I 3644, Zlín (část) 760 01, Zlínský kraj",y.obrucova@tiscali.cz,+420775391313,https://www.alfafarm.cz/lekarsky-dum/paeddr-mgr-yvona-obrucova/,,unmatched,
MUDr. Eva De La Hozová,Psychiatrická ambulance,"Josefa Sousedíka 1204, Vsetín 755 01, Zlínský kraj",evadlh@email.cz,+420571417567,https://www.mestovsetin.cz/mudr-eva-de-la-hozova/o-36549,,unmatched,
Mgr. Michal Nondek,Psychologové,"Patočkova 712/3, 169 00 Praha 6",nondek@psychosomatika.cz,+420233351741,https://psychosomatika.cz/,,unmatched,
PhDr. et Mgr. Jaromír Chrášťanský,Psychologové,"Patočkova 712/3, 169 00 Praha 7",chrastansky@psychosomatika.cz,+420233351742,https://psychosomatika.cz/,,unmatched,
"PhDr., JUDr. Stanislava Dudová",Psychologové,"Patočkova 712/3, 169 00 Praha 8",dudova@psychosomatika.cz,+420233351743,https://psychosomatika.cz/,,unmatched,
MUDr. Miroslav Hajda,Psychiatrická ambulance,"Nemocniční 945, Vsetín 755 01, Zlínský kraj",mirekhajda@seznam.cz,+420734155440,https://www.psychiatrie-hajda.cz/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-13300779,,unmatched,
"Mgr. et Mgr. Tomáš Nikolai, Ph.D.",Psychologové,"V Úvalu 84, 150 00 Praha 5",nikolai@centrum.cz,+420224436864,https://www.fnmotol.cz/,,unmatched,
Mgr. Markéta Mohaplová,Psychologové,"V Úvalu 84, 150 00 Praha 5",,+420224433425,https://www.fnmotol.cz/,,unmatched,
Mgr. Zuzana Kocábová,Psychologové,"V Úvalu 84, 150 00 Praha 5",zuzana.kocabova@fnmotol.cz,+420224433485,https://www.fnmotol.cz/,,unmatched,
Mgr. Hana Orlíková,Psychologové,"Chelčického 39, 130 00 – Praha 7",hana.orlikova@csspraha.cz,+420226586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,
PhDr. Vladmiríra Straková,Psychologové,"Chelčického 39, 130 00 – Praha 8",vladimira.strakova@csspraha.cz,+420227586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,
Mgr. Michaela Svečulová,Psychologové,"Chelčického 39, 130 00 – Praha 9",michaela.sveculova@csspraha.cz,+420228586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,
PhDr. Zdeňka Štichová,Psychologové,"Chelčického 39, 130 00 – Praha 10",zdenka.stichova@csspraha.cz,+420229586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,
Mgr. Jakob Zámečník,Psychologové,"Chelčického 39, 130 00 – Praha 11",jakub.zamecnik@csspraha.cz,+420230586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,
Mgr. Jan Červenka,Psychologové,"Chelčického 39, 130 00 – Praha 12",jan.cervenka@csspraha.cz,+420231586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,
Mgr. Natálie Machová,Psychologové,V Úvalu 84/1 150 06 Praha 5,,+420224433466,http://www.fnmotol.cz/kliniky-a-oddeleni/spolecna-pracoviste/oddeleni-klinicke-psychologie/vedeni-a-personal/,,unmatched,
Dětské krizové centrum,Psychologové,V Zápolí 1250/21 141 00 Praha 4 – Michle,ambulance@ditekrize.cz,nan,https://www.ditekrize.cz/,,unmatched,
Mgr. Jitka Vávrová,Psychologové,"U Včely 176, 156 00 Praha 5 – Zbraslav",,+420257920303,https://www.ddzbraslav.cz/?page_id=12,,unmatched,
PhDr. Pavel Král PhD.,Psychologové,Kartouzská 204/6 150 00 Praha 5 – Smíchov,pavel.kral@sechel.cz,+420797866536,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-praha-kartouzska/tym/phdr-pavel-kral-phd/#reserve,,unmatched,
PSYCHOLOGICKÉ CENTRUM KROMěřÍŽ s.r.o.,Psychologická ambulance,"Jánská 197/9 , Kroměříž 767 01, Zlínský kraj",psychologicke.km@centrum.cz,nan,https://psychologicke-centrum-kromeriz.webnode.cz/,,unmatched,
PRIVÁTNÍ PSYCHIATRICKÁ ORDINACE KROMěřÍŽ s.r.o.,Psychiatrická ambulance,"náměstí Míru 3760/11, Kroměříž 767 01, Zlínský kraj",,+420573338786,https://www.poliklinika-km.cz/psychiatrie/,,unmatched,
Mudr. Iva Zapletalová - psychiatr,Psychiatrická ambulance,"nám. Míru 350/2A, Kroměříž 767 01, Zlínský kraj",,+420573331629,https://www.firmy.cz/detail/2459422-mudr-iva-zapletalova-kromeriz.html,,unmatched,
Mgr. Jana Kohnová,Psychologická ambulance,"Poštovní 252, Uherské Hradiště (část) 686 01, Zlínský kraj",jana.kohnova@gmail.com,+420775200565,https://cz.linkedin.com/in/jana-kohnov%C3%A1-8a486057,,unmatched,
Mgr. Jan Vybíral,Psychologové,"Úvalská 3411/47, Praha 14",psycholog-amb@klinikaeset.cz,nan,https://www.klinikaeset.cz/,,unmatched,
Psychiatrická ordinace MUDr. Josef Kašpárek s.r.o.,Psychiatrická ambulance,"Vodní 13, Uherské Hradiště (část) 686 01, Zlínský kraj",dr.kasparek@seznam.cz,+420606287201,https://nrpzs.uzis.cz/detail-63187-psychiatricka-ordinace-mudr-josef-kasparek-s-r-o.html,,unmatched,
PhDr. Jaroslava Raudenská Ph. D.,Psychologové,"V Úvalu 84, 150 00 Praha 5",ivana.vitkova@fnmotol.cz,+420224433481,https://www.fnmotol.cz/,,unmatched,
Mgr. Lenka Cibulková,Psychologové,"Patočkova 712/3, 169 00 Praha 9",cibulkova@psychosomatika.cz,+420233351744,https://psychosomatika.cz/,,unmatched,
PhDr. Iveta Kopecká,Psychologové,"Chelčického 39, 130 00 – Praha 5",iveta.kopecka@csspraha.cz,+420224586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,
Mgr. Andrea Řeháková,Psychologové,"Patočkova 712/3, 169 00 Praha 9",rehakova@psychosomatika.cz,+420233351744,https://psychosomatika.cz/,,unmatched,
MUDr. Jitka Špačková,Psychiatrická ambulance,"nám. Míru 3760/11, Kroměříž 767 01, Zlínský kraj",,+420573338786,https://www.poliklinika-km.cz/psychiatrie/,,unmatched,
PhDr. Milan Štěpanovič,Psychologové,"Tyršova 510, 460 05 Liberec",,+420603112511,https://www.znamylekar.cz/milan-stepanovic/psycholog/liberec,,unmatched,
Mgr. Naďa Kravcivová,Psychologové,"Hrnčířská 2985, 470 01 Česká Lípa",,+420487877646,https://www.znamylekar.cz/nada-kravcivova/psycholog/ceska-lipa,,unmatched,
Mgr. Petra Kučerová - ambulance klinické psychologie,Klinický psycholog,"T. G. Masaryka 212, český Krumlov 381 01, Jihočeský kraj",feglerova@seznam.cz,+420380712244,https://www.socialnisluzbyck.cz/katalog-sluzeb/ambulance-klinicke-psychologie-mgr-petra-feglerova/,,unmatched,
Mgr. Jitka Pojmanová,Psychologové,"Chomutov, Nerudova 18",,+420474651873,http://www.pojmanova.cz/,,unmatched,
PhDr. Jiří Štěrba,Psychologové,"Chomutov, Písečná 5825",,+420607774050,http://www.sterba.mypage.cz/,,unmatched,
MUDr. Michaela Zapletalová (Chomutov) Ordinace lékaře psychiatrie,Psychologové,"Chomutov, Šafaříkova 2255",,nan,misa.zapletalova@tiscali.cz,,unmatched,
Zemánková Helena (pobočka Most),Psychologové,"Most, Brněnská 714",,+420476441867,http://www.psychologickesluzby.com/,,unmatched,
Mgr. Andrea Pírková,Psychologové,"1, Dr. M. Horákové 391, 460 01 Liberec",,+420725522110,http://www.psychoterapeut-liberec.cz/,,unmatched,
Emingerová Eva,Psychologové,"Most, tř. Budovatelů 1395/23",,+420723031108,http://www.dopravni-psychologicke-pracovist.webnode.cz/,,unmatched,
"Dvořáková Miroslava, PhDr.",Psychologové,"Most, tř. Budovatelů 2531",,+420775990323,http://www.psychomost.cz/,,unmatched,
"PSYCHOMOST, spol. s r.o. (Most) Ordinace klinické psychologie a laboratoř dopravní psychologie",Psychologové,"Most, tř. Budovatelů 2531",info@psychomost.cz,nan,http://www.psychomost.cz/,,unmatched,
"Baranniková Zdeňka, PhDr.",Psychologové,"Žatec, Masarykova 745",,+420603253634,http://www.educozatec.cz/,,unmatched,
Ordinace klinické psychologie – Mgr. Tomáš Hrubý,Psychologové,"T. G. Masaryka, 360 01 Karlovy Vary",,nan,https://tomashrubykv.cz/,,unmatched,
MUDr. Gábor Nagy,Psychiatrická ambulance,"Nad Nemocnicí 153, český Krumlov 381 01, Jihočeský kraj",,nan,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-gabor-nagy-d5658.html,,unmatched,
Nemocnice v Karlových Varech – ambulance klinické psychologie Mgr. Pastieriková Neveďalová Zuzana,Psychologové,"Bezručova 1190/19, 360 01 Karlovy Vary",zuzana.pastierikova@kkn.cz,+420354225551,https://nemkv.cz/ambulance-klinicke-psychologie,,unmatched,
PhDr. Anna Kotrčová,Psychologové,"Komenského 1665, Karlovy Vary 360 07",kotrcova.anna@seznam.cz,nan,https://phdr-anna-kotrcova.zdravotniregistr.cz/,,unmatched,
MUDr. Miroslav Norek,Psychiatrická ambulance,"Nad Nemocnicí 153, český Krumlov 381 01, Jihočeský kraj",,+420380714777,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/jihocesky-kraj-k300/cesky-krumlov-o501/cesky-krumlov-m1516/mudr-miroslav-norek-d5659.html,,unmatched,
Mgr. et Mgr. Michal Hanzlovský,Klinický psycholog,"Komenského 12, Jindřichův Hradec I 377 01, Jihočeský kraj",,+420606237063,https://mudrslanina.webnode.cz/_files/200000069-75c1e75c20/Medajlonek%20Hanzlovsk%C3%BD.pdf,,unmatched,
LOGO Centrum Praha,Psychologové,"Karlovo náměstí 15 120 00, Praha",,nan,https://www.moje-klinika.cz/pracoviste-praha,,unmatched,
"PhDr. Anna Pohlová, CSc.",Psychologové,"Gen. Janouška 902/17, 198 00 Praha 9",,+420281918820,https://poliklinikaparnik.cz/,,unmatched,
